"Title","Tour Destination"
"Hotel Nearby Sandanski","Bulgaria,,Mountains,,Momchilovtsi,Pirin National Park,Rila Monastery,Sandanski,"
"Hotel Nearby Sanibel and Captiva","United States of America,Florida,Gulf Coast,,Edison and Ford Winter Estates,Koreshan State Historic Site,Lee County Manatee Park,Shell Factory and Nature Park,Southwest Florida Museum of History,Sanibel and Captiva,"
"Hotel Nearby Santa Ponsa","Spain,,Mallorca,Palma de Mallorca Airport,Alcudia (Old Town),Aqualand Mallorca,Arta,Castell dAlaro,Katmandu Park,Marineland,Pollensa,Santuari de Lluc,Soller,Valldemossa,Santa Ponsa,"
"Hotel Nearby Sao Miguel","Portugal,,The Azores,Ponta Delgada Airport,Faial,Flores,Gaciosa,Pico,Santa Maria,Sao Jorge,Terceira,Sao Miguel,"
"Hotel Nearby Serre-Chevalier","France,,French Alps,,Aix-les-Bains,Annecy,Briançon,Evian-les-Bains,Grenoble,Talloires,Serre-Chevalier,"
"Hotel Nearby Sharm el-Sheikh","Egypt,,The Sinai Peninsula and the Red Sea,Hurghada Airport,,Sharm el-Sheikh,"
"Hotel Nearby Sidari","Greece,,Corfu,Corfu Airport,Achilleion,Aqualand Water Park,Corfu Archaeological Museum,Museum of Asian Art,Nymphes,Paleokastritsa,Star Beach Water Park,Sidari,"
"Hotel Nearby Side","Turkey,,Mediterranean Coast,,,Side,"
"Hotel Nearby SIllot","Spain,,Mallorca,Palma de Mallorca Airport,Alcudia (Old Town),Aqualand Mallorca,Arta,Castell dAlaro,Katmandu Park,Marineland,Pollensa,Santuari de Lluc,Soller,Valldemossa,SIllot,"
"Hotel Nearby Sintra","Portugal,,Costa do Estoril,,,Sintra,"
"Hotel Nearby Sitges","Spain,,Costa Dorada,Reus Airport,Montblanc,PortAventura Theme Park,Tarragona,Sitges,"
"Hotel Nearby Sorrento","Italy,,Naples,Naples International Airport,Blue Grotto (Grotta Azzurra),Capri,Duomo San Gennaro,Museo Archeologico Nazionale,Museo e Gallerie di Capodimonte,Paestum,Pompeii,Sassi de Matera,Sorrento,"
"Hotel Nearby Squaw Valley","United States of America,California,,,,Squaw Valley,"
"Hotel Nearby St Anton","Austria,,Austrian Alps,Innsbruck Airport,,St Anton,"
"Hotel Nearby St Francis Bay","South Africa,,Port Elizabeth,port Elizabeth Airport,Addo Elephant Park,Bayworld,Grahamstown,Jeffreys Bay,Market Square,Nieu-Bethesda,Shamwari Game Reserve,St Georges Park,St Francis Bay,"
"Hotel Nearby St Malo","France,,Brittany,,Carnac,Dinard,La Baule,Nantes,Quimper,St Malo,"
"Hotel Nearby St Moritz","Switzerland,,Swiss Alps,,Crans-Montana,Grindelwald,Leysin,Veysonnaz,St Moritz,"
"Hotel Nearby St Pete Beach","United States of America,Florida,St Petersburg Florida,,,St Pete Beach,"
"Hotel Nearby St Tropez","France,,Cote d Azur,,Biot,Côte dAzur Beaches,Èze,Ile St Honorat & Ile St Marguerite,La Croisette,St Tropez and Surrounds,St Tropez,"
"Hotel Nearby Steamboat","United States of America,Colorado,Rocky Mountains,,,Steamboat,"
"Hotel Nearby Sugarloaf","United States of America,Maine,Maine Ski Resorts,,,Sugarloaf,"
"Hotel Nearby Sun Valley","United States of America,Idaho,,,,Sun Valley,"
"Hotel Nearby Sunday River","United States of America,Maine,Maine Ski Resorts,,,Sunday River,"
"Hotel Nearby Sunny Beach","Bulgaria,,Black Sea Coast,,,Sunny Beach,"
"Hotel Nearby Taba Heights","Egypt,,The Sinai Peninsula and the Red Sea,Hurghada Airport,,Taba Heights,"
"Hotel Nearby Tarifa","Spain,,Costa de la Luz,,,Tarifa,"
"Hotel Nearby Tavira","Portugal,,The Algarve,Faro Airport,,Tavira,"
"Hotel Nearby Telluride","United States of America,Colorado,Rocky Mountains,,,Telluride,"
"Hotel Nearby Tignes","France,,French Alps,,Aix-les-Bains,Annecy,Briançon,Evian-les-Bains,Grenoble,Talloires,Tignes,"
"Hotel Nearby Tofino","Canada,British Columbia,Vancouver Island,,British Columbia Parliament Buildings,Butchart Gardens,Fairmont Empress Hotel,Tofino,"
"Hotel Nearby Torremolinos","Spain,,Costa del Sol,Malaga Airport,Granada and the Alhambra,Mijas,Nerja,Torremolinos,"
"Hotel Nearby Tossa de Mar","Spain,,Costa Brava,Girona Airport,Banyoles,Garrotxa Nature Reserve,Girona,Salvador Dali Museum House,The Medes Islands,Tossa de Mar,"
"Hotel Nearby Turunc","Turkey,,Mediterranean Coast,,,Turunc,"
"Hotel Nearby Vail","United States of America,Colorado,Rocky Mountains,,,Vail,"
"Hotel Nearby Val dIsere","France,,French Alps,,Aix-les-Bains,Annecy,Briançon,Evian-les-Bains,Grenoble,Talloires,Val dIsere,"
"Hotel Nearby Val Thorens","France,,French Alps,,Aix-les-Bains,Annecy,Briançon,Evian-les-Bains,Grenoble,Talloires,Val Thorens,"
"Hotel Nearby Varna","Bulgaria,,Black Sea Coast,,,Varna,"
"Hotel Nearby Verbier","Switzerland,,Swiss Alps,,Crans-Montana,Grindelwald,Leysin,Veysonnaz,Verbier,"
"Hotel Nearby Vilamoura","Portugal,,The Algarve,Faro Airport,,Vilamoura,"
"Hotel Nearby Whistler Blackcomb","Canada,British Columbia,Ski Resorts,,,Whistler Blackcomb,"
"Hotel Nearby Zermatt","Switzerland,,Swiss Alps,,Crans-Montana,Grindelwald,Leysin,Veysonnaz,Zermatt,"
"Hotel Nearby Prague Vaclav Havel Airport","Czech Republic,,Prague,Prague Vaclav Havel Airport,Ceský Krumlov,Charles Bridge (Karluv Most),Franz Kafka Museum,Karlovy Vary (Karlsbad),Kostnice Ossuary,Kutna Hora,Miluniæ and Gehrys Dancing House,Museum of Communism,Old Town Square,Petrin Hill,Pilsen,Prague Astronomical Clock,Prague Toy Museum,St Vitus Cathedral,Šumava National Park,The Castle District,The Jewish Museum,Traffic Rules Playground Prosek,Vysehrad,,"
"Hotel Nearby Berlin-Schonefeld Airport","Germany,,Berlin,Berlin-Schonefeld Airport,Allied Museum,Berlin Jewish Museum,Berlin Wall East Side Gallery,Berlin Zoo-Aquarium,Berliner Dom,Brandenburg Gate,Charlottenburg Palace,Checkpoint Charlie,Gendarmenmarkt,Hamburger Bahnhof,Legoland Discovery Centre,Nature Museum,Pergamon Museum,Potsdamer Platz,Reichstag,The Story of Berlin,,"
"Hotel Nearby Berlin-Tegel Airport","Germany,,Berlin,Berlin-Tegel Airport,Allied Museum,Berlin Jewish Museum,Berlin Wall East Side Gallery,Berlin Zoo-Aquarium,Berliner Dom,Brandenburg Gate,Charlottenburg Palace,Checkpoint Charlie,Gendarmenmarkt,Hamburger Bahnhof,Legoland Discovery Centre,Nature Museum,Pergamon Museum,Potsdamer Platz,Reichstag,The Story of Berlin,,"
"Hotel Nearby Munich International","Germany,,Munich,Munich International,Alte Pinakothek,Berchtesgaden,Chiemsee,Dachau Memorial Site,Deutsches Museum,Marienplatz,Nymphenburg Palace,Olympiapark,Romantic Road,,"
"Hotel Nearby Frankfurt Hahn Airport","Germany,,Frankfurt,Frankfurt Hahn Airport,Eschenheimer Turm,Frankfurt Botanical Gardens,Frankfurt Zoo,Goethe-Haus,Heidelberg,Historical Museum (Historisches Museum),Liebieghaus,Senckenberg Museum of Natural History,St Bartholomew Cathedral,Städel Gallery,The Fairy Tale Road,Wiesbaden,,"
"Hotel Nearby Frankfurt International Airport","Germany,,Frankfurt,Frankfurt International Airport,Eschenheimer Turm,Frankfurt Botanical Gardens,Frankfurt Zoo,Goethe-Haus,Heidelberg,Historical Museum (Historisches Museum),Liebieghaus,Senckenberg Museum of Natural History,St Bartholomew Cathedral,Städel Gallery,The Fairy Tale Road,Wiesbaden,,"
"Hotel Nearby Hamburg Airport","Germany,,Hamburg,Hamburg Airport,Blankenese,Hamburg Warehouse Complex,Hamburger Kunsthalle,Hameln,Lübeck,Miniature Wonderland,Museum of Hamburg History,Planten un Blomen,Reeperbahn,St Michaelis Church,Sylt,,"
"Hotel Nearby Athens Airport","Greece,,Athens,Athens Airport,Acropolis,Allou Fun Park,Ancient Agora,Attica Zoological Gardens,Benaki Museum,Cape Sounion,Delphi,Hellenic Childrens Museum,Kolonaki/Lykavittos Hill,Marathon,Monastery of Daphni,National Archaeological Museum,National Gardens,Piraeus,Plaka,Saronic Islands,Syntagma Square,,"
"Hotel Nearby Thessaloniki International Airport","Greece,,Thessaloniki,Thessaloniki International Airport,Churches of Thessaloniki,Mount Athos,Mount Olympus,Roman Forum,The White Tower,Thessaloniki Archaeological Museum,Vergina,,"
"Hotel Nearby Madrid Barajas Airport","Spain,,Madrid,Madrid Barajas Airport,Cuenca,Flamenco at Corral de la Moreria,Madrid Zoo and Aquarium,Monastery of San Lorenzo de El Escorial,National Archaeological Museum of Spain,Parque de Atracciones,Parque del Buen Retiro,Plaza Mayor,Puerta del Sol,Reina Sofia National Art Centre Museum,Royal Botanic Garden,Royal Palace,Safari Park,San Antonio de la Florida,Segovia,Sorolla Museum,The Prado,Thyssen-Bornemisza Museum,Toledo,,"
"Hotel Nearby Budapest International Airport","Hungary,,Budapest,Budapest International Airport,Budapest Puppet Theatre,Chain Bridge,Fisherman’s Bastion,Gellert Hill,Great Circus,Kecskemet,Matthias Church,Memento Park,Parliament Buildings,Royal Palace,The Great Synagogue and Jewish Museum,Vidam Park,,"
"Hotel Nearby New Delhi Airport","India,,Delhi,New Delhi Airport,Chandni Chowk,Humayuns Tomb,Jama Masjid,Qutub Minar,Rashtrapati Bhavan,Red Fort,,"
"Hotel Nearby Mumbai International","India,,Mumbai,Mumbai International,Colaba,Crawford Market,Dhobi Ghat,Elephanta Caves,Fort Area,Haji Ali Dargah,Kala Ghoda Bazaar,Mani Bhavan Gandhi Museum,Marine Drive,Nehru Centre,Prince of Wales Museum,,"
"Hotel Nearby Dabolim Airport","India,,Goa,Dabolim Airport,Anjuna,Anjuna Flea Market,Baga Beach,Calangute Beach,Colva,Dr Salim Ali Bird Sanctuary,Dudhsagar Waterfall,Goa Beaches,Old Goa,Palolem,Panaji,,"
"Hotel Nearby Dublin Airport","Ireland,,Dublin,Dublin Airport,Airfield House and Farm,Clonmacnoise,Dublin Castle,Dublin Zoo,Glendalough,Guinness Storehouse,Imaginosity,James Joyce Museum,National Library of Ireland,National Museums of Ireland,St. Patricks Cathedral,Temple Bar District,The Old Jameson Distillery,Trinity College Dublin,,"
"Hotel Nearby Rome Ciampino Airport","Italy,,Rome,Rome Ciampino Airport,Basilica di San Giovanni,Capitoline Hill,Pantheon,Roman Forum (Foro Romano),St Peters Basilica (Basilica di San Pietro),The Colosseum,The Spanish Steps and Piazza di Spagna,Trastevere,Trevi Fountain (Fontana di Trevi),Vatican City and the Sistine Chapel,Villa Doria Pamphili Park,,"
"Hotel Nearby Rome Fiumicino Airport","Italy,,Rome,Rome Fiumicino Airport,Basilica di San Giovanni,Capitoline Hill,Pantheon,Roman Forum (Foro Romano),St Peters Basilica (Basilica di San Pietro),The Colosseum,The Spanish Steps and Piazza di Spagna,Trastevere,Trevi Fountain (Fontana di Trevi),Vatican City and the Sistine Chapel,Villa Doria Pamphili Park,,"
"Hotel Nearby Rimini Airport","Italy,,Venice,Rimini Airport,Aqualandia,Basilica dei Frari,Bell Tower (Campanile di San Marco),Gallerie Accademia,Gondola Rides,Murano,Padua (Padova),Peggy Guggenheim Collection,Po Delta Natural Park,Rialto Bridge,School of St Roch,St Marks Square,The Grand Canal (Canalazzo),,"
"Hotel Nearby Venice Marco Polo Airport","Italy,,Venice,Venice Marco Polo Airport,Aqualandia,Basilica dei Frari,Bell Tower (Campanile di San Marco),Gallerie Accademia,Gondola Rides,Murano,Padua (Padova),Peggy Guggenheim Collection,Po Delta Natural Park,Rialto Bridge,School of St Roch,St Marks Square,The Grand Canal (Canalazzo),,"
"Hotel Nearby Naples International Airport","Italy,,Naples,Naples International Airport,Blue Grotto (Grotta Azzurra),Capri,Duomo San Gennaro,Museo Archeologico Nazionale,Museo e Gallerie di Capodimonte,Paestum,Pompeii,Sassi de Matera,Sorrento,"
"Hotel Nearby Kingston International Airport","Jamaica,,Kingston,Kingston International Airport,Blue Mountains,Bob Marley Museum,Devon House,Hope Botanical Gardens,Jablum Coffee Company,National Gallery,Port Royal,Spanish Town,,"
"Hotel Nearby Nairobi Airport","Kenya,,Nairobi,Nairobi Airport,Amboseli National Park,Karen Blixen Museum,Masai Mara National Reserve,Mount Kenya National Park,Nairobi National Museum,Nairobi National Park and Sheldrick Elephant Orphanage,The Giraffe Centre,,"
"Hotel Nearby Adelaide Airport","Australia,South Australia,Adelaide,Adelaide Airport,Adelaide Botanic Garden,Barossa Valley,Coober Pedy,Flinders Ranges,Hahndorf,Kangaroo Island,,"
"Hotel Nearby Luxembourg Airport","Luxembourg,,Luxembourg-Ville,Luxembourg Airport,Clervaux,Echternach,Grand Ducal Palace,Luxembourg American Cemetery and Memorial,Mondorf-les-Bains,Moselle Valley,The Fortress,The National Museum for History and Art,Vianden,,"
"Hotel Nearby Kuala Lumpur Airport","Malaysia,,Kuala Lumpur,Kuala Lumpur Airport,Batu Caves,Chinatown,Friday Mosque (Masjid Jamek),Kuala Lumpur Railway Station,Melaka (Historic City),Merdeka Square (Dataran Merdeka),National Museum (Muzium Negara),Perdana Botanical Gardens,Petronas Towers,Taman Negara National Park,,"
"Hotel Nearby Canberra International","Australia,Capital Territory,Canberra,Canberra International,Australian War Memorial,Cockington Green,National Gallery of Australia,,"
"Hotel Nearby Milan Linate Airport","Italy,,Milan,Milan Linate Airport,Basilica of SantAmbrogio,Cinque Terre,Dolomite Mountains,Duomo di Milano (Milan Cathedral),La Scala Opera,Leonardo da Vinci National Science & Technology Museum,Museum of Historic Art of the Sforzesco Castle,Orto Botanico di Brera,Pinacoteca di Brera,Portofino,Santa Maria delle Grazie,,"
"Hotel Nearby Milan Malpensa Airport","Italy,,Milan,Milan Malpensa Airport,Basilica of SantAmbrogio,Cinque Terre,Dolomite Mountains,Duomo di Milano (Milan Cathedral),La Scala Opera,Leonardo da Vinci National Science & Technology Museum,Museum of Historic Art of the Sforzesco Castle,Orto Botanico di Brera,Pinacoteca di Brera,Portofino,Santa Maria delle Grazie,,"
"Hotel Nearby Turin Airport","Italy,,Milan,Turin Airport,Basilica of SantAmbrogio,Cinque Terre,Dolomite Mountains,Duomo di Milano (Milan Cathedral),La Scala Opera,Leonardo da Vinci National Science & Technology Museum,Museum of Historic Art of the Sforzesco Castle,Orto Botanico di Brera,Pinacoteca di Brera,Portofino,Santa Maria delle Grazie,,"
"Hotel Nearby Mexico City Airport","Mexico,,Mexico City,Mexico City Airport,El Zocalo,Guanajuato,San Angel,Templo Mayor,Teotihuacan,Zona Rosa,,"
"Hotel Nearby Melbourne Airport","Australia,Victoria,Melbourne,Melbourne Airport,Ballarat,Cooks Cottage,Dandenong Ranges National Park,Eureka Tower,Federation Square,Grampians National Park,Great Ocean Road,Melbourne Cricket Ground (MCG),Melbourne Museum,Melbourne Zoo,Old Melbourne Gaol,Puffing Billy Railway,Queen Victoria Market,Yarra River,,"
"Hotel Nearby Marrakech Airport","Morocco,,Marrakech,Marrakech Airport,Agadir,Ait Benhaddou,Bab Agnaou,Ben Youssef Madrasa,Djemaa el-Fna,El Badi Palace,Essaouira,Koutoubia Mosque,Majorelle Garden,Ouirgane,Oukaimeden,Saadian Tombs,Souks,The Museum of Marrakech,Todra Gorge,,"
"Hotel Nearby Amsterdam Schiphol","Netherlands,,Amsterdam,Amsterdam Schiphol,Amsterdam Canal Tour,Amsterdam Coffeeshops,Amsterdam Museum,Anne Frank House,Artis Zoo,Concertgebouw,Efteling,Haarlem,Heineken Experience,Hoge Veluwe National Park,Keukenhof,Maastricht,Madurodam,National Maritime Museum,Peace Palace,Red Light District (De Wallen),Rembrandt House,Sex Museum Amsterdam,Stedelijk Museum of Modern Art,The Dutch Resistance Museum (Verzetsmuseum),The Rijksmuseum,The Royal Palace (Koninklijk Paleis),Van Gogh Museum,Vondelpark,,"
"Hotel Nearby Auckland International Airport","New Zealand,,Auckland,Auckland International Airport,Auckland Museum,Auckland Sky Tower,Bay of Islands,Hamilton,Hauraki Gulf Islands,Tiritiri Matangi Island,,"
"Hotel Nearby Wellington International Airport","New Zealand,,Wellington,Wellington International Airport,Mount Victoria,Te Papa Museum,Wellington Cable Car,,"
"Hotel Nearby Christchurch International Airport","New Zealand,,Christchurch,Christchurch International Airport,Akaroa,Christchurch Gondola,Christchurch Tramway,Mount Cook National Park,,"
"Hotel Nearby Queenstown Airport","New Zealand,,Queenstown,Queenstown Airport,Arrowtown,Lake Wanaka,Skyline Gondola,,"
"Hotel Nearby Oslo Airport","Norway,,Oslo,Oslo Airport,The Kon-Tiki Museum,The Viking Ships Museum,Vigeland Park,,"
"Hotel Nearby Tromso Airport","Norway,,Tromso,Tromso Airport,Arctic Cathedral,Polaria,Tromso Museum,,"
"Hotel Nearby Lima International","Peru,,Lima,Lima International,Church of San Francisco,Marcahuasi,Museo de la Nacion (National Museum),Museo de Oro del Peru (Gold Museum),Museo Rafael Larco Herrera,Pisco,Plaza Mayor and Plaza San Martin,The Nazca Lines,,"
"Hotel Nearby Warsaw Airport","Poland,,Warsaw,Warsaw Airport,Bialowieza National Park,Museum of Warsaw,Old Town (Starego Miasta),Polish Poster Gallery,The Royal Way,,"
"Hotel Nearby Krakow International Airport","Poland,,Krakow,Krakow International Airport,Auschwitz Memorial Museum,Bieszczady Mountains,Galicia Jewish Museum,Kazimierz District and the Old Synagogue,Main Market Square (Rynek Glówny),Piwnica pod Baranami,Wawel,Wieliczka Salt Mine,,"
"Hotel Nearby Lisbon Airport","Portugal,,Lisbon,Lisbon Airport,Alfama,Bairro Alto,Calouste Gulbenkian Museum,Calouste Gulbenkian Planetarium,Castelo de Sao Jorge,Cristo Rei,Evora,Fado Bars,Fatima,Jeronimos Monastery,Monument to the Discoveries,Museu de Marinha (Maritime Museum),Oceanario de Lisboa (Lisbon Oceanarium),Sé de Lisboa,Setúbal,Sintra,Tower of Belem,Tram 28,Vasco da Gama Aquarium,,"
"Hotel Nearby Porto Airport","Portugal,,Porto,Porto Airport,Braganca,Espinho,Guimaraes,Igreja de Sao Francisco,Museu Nacional de Soares dos Reis,Serra de Estrela,Solar Vinho do Porto,Vila do Conde,Vila Nova de Gaia,,"
"Hotel Nearby Hobart International","Australia,Tasmania,Hobart,Hobart International,Cradle Mountain,Devonport,Louisas Walk,Mount Wellington,Port Arthur,The Wall in the Wilderness,,"
"Hotel Nearby San Juan International","Puerto Rico,,San Juan,San Juan International,Caribbean National Forest (El Yunque),Casa Bacardi Visitor Centre,Fort San Felipe del Morro,Isla Verde,La Fortaleza,Museo de Arte,Old San Juan,,"
"Hotel Nearby Bucharest Airport","Romania,,Bucharest,Bucharest Airport,National History Museum,Palace of Parliament,Stavropoleos Church and Monastery,The Village Museum,,"
"Hotel Nearby Domodedovo International Airport","Russia,,Moscow,Domodedovo International Airport,Arkhangelskoye Palace,Bolshoi Opera and Ballet Theatre,Borodino Panorama Museum,Cathedral of Christ the Saviour,Golden Ring,Moscow Metro,Poklonnaya Hill,Red Square,St Basils Cathedral,The Kremlin,Tretyakov Gallery,Yasnaya Polyana,,"
"Hotel Nearby Moscow International Airport","Russia,,Moscow,Moscow International Airport,Arkhangelskoye Palace,Bolshoi Opera and Ballet Theatre,Borodino Panorama Museum,Cathedral of Christ the Saviour,Golden Ring,Moscow Metro,Poklonnaya Hill,Red Square,St Basils Cathedral,The Kremlin,Tretyakov Gallery,Yasnaya Polyana,,"
"Hotel Nearby St Petersburg Airport","Russia,,St Petersburg,St Petersburg Airport,Nevsky Prospekt,Palace Square,Pavlovsk Palace,Peter and Paul Fortress,St Isaacs Cathedral,The Winter Palace and the Hermitage Museum,Tsarskoe Selo,,"
"Hotel Nearby Singapore Changi Airport","Singapore,,Singapore,Singapore Changi Airport,Asian Civilisations Museum,Bukit Timah Nature Reserve,Changi Museum,Chinatown,Chinese and Japanese Gardens,Gardens by the Bay,Geylang,Haw Par Villa,Jurong Birdpark,Kampong Gelam and Arab Street,Little India,Orchard Road,Pulau Ubin,Raffles Hotel,Sentosa Island,Singapore Art Museum,Singapore Botanical Gardens,Singapore Discovery Centre,Singapore Flyer,Singapore Zoological Gardens,Thian Hock Keng Temple,Universal Studios Singapore,,"
"Hotel Nearby Cape Town Airport","South Africa,,Cape Town,Cape Town Airport,Bo-Kaap,Cape Point,Cape Town Beaches,Cape Town Ostrich Ranch,Castle of Good Hope,Chapmans Peak,District Six Museum,Greenmarket Square,Hermanus,Kirstenbosch Botanical Gardens,Muizenberg,Ratanga Junction,Robben Island,Seal Island,Simonstown and Boulders Beach,South African Museum and Planetarium,St Georges Cathedral,Table Mountain,Township Tours,Two Oceans Aquarium,Victoria & Alfred (V&A) Waterfront,World of Birds and Monkey Park,,"
"Hotel Nearby port Elizabeth Airport","South Africa,,Port Elizabeth,port Elizabeth Airport,Addo Elephant Park,Bayworld,Grahamstown,Jeffreys Bay,Market Square,Nieu-Bethesda,Shamwari Game Reserve,St Georges Park,St Francis Bay,"
"Hotel Nearby Perth International Airport","Australia,Western Australia,Perth,Perth International Airport,Fremantle,Goldfields,Karijini National Park,Kings Park and Botanic Garden,London Court,Margaret River,Monkey Mia Resort,Nambung National Park,Valley of the Giants Tree Top Walk,Wildflower Region,,"
